numero_de_proyecto,clave_del_proyecto,fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,pagado
1793,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,7,CHIAPAS,9999,COBERTURA ESTATAL,,11217713.4,0
1794,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,1,AHUMADA,REHABILITACIÓN DE PLAZA JESÚS GARCÍA CORONA (DON ROQUE).,900000,890100
1795,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,2,ALDAMA,"PAVIMENTACIÓN DE CALLE ZARAGOZA, TRAMO DE LA CALLE TERCERA  A LA CALLE OCTAVA, ALDAMA, CHIHUAHUA.",1000000,989000
1796,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,3,ALLENDE,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA CALLE  HIDALGO ENTRE CALLE LIBERTAD  Y ESCUELA CREI,INCLUYE GUARNICIÓN EN PUEBLITO DE ALLENDE ",2000000,1978000
1797,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,4,AQUILES SERDÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN LA CALLE 32A, SAN GUILLERMO, AQUILES SERDÁN.",2000000,1978000
1798,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE VICENTE GUERRERO, INCLUYE GUARNICIONES",306900,303524.1
1799,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE PUEBLA, INCLUYE GUARNICIONES",1093620,1081590.18
1800,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE LEÓN, INCLUYE GUARNICIONES",326700,323106.3
1801,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE COLIMA, INCLUYE GUARNICIONES",294360,291122.04
1802,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE TABASCO, INCLUYE GUARNICIONES",458700,453654.3
1803,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE MANZANO, INCLUYE GUARNICIONES",335940,332244.66
1804,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE ALLENDE, INCLUYE GUARNICIONES",694580,686939.62
1805,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE INDEPENDENCIA, INCLUYE GUARNICIONES",535820,529925.98
1806,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE VERACRUZ, INCLUYE GUARNICIONES",338580,334855.62
1807,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE SAN LUÍS, INCLUYE GUARNICIONES",306900,303524.1
1808,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,5,ASCENSIÓN,"PAVIMENTACIÓN CALLE CHIHUAHUA, INCLUYE GUARNICIONES",207900,205613.1
1809,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,6,BACHÍNIVA,REHABILITACIÓN ALUMBRADO PÚBLICO MUNICIPAL,500000,494500
1810,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,7,BALLEZA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MIGUEL HIDALGO, ENTRE LAS CALLES FRANCISCO VILLA Y EMILIANO ZAPATA",2500000,2472500
1811,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,9,BOCOYNA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN CALLE JUAN DE LA BARRERA, INCLUYE GUARNICIONES, EN CREEL, BOCOYNA, CHIHUAHUA.",1500000,1483500
1812,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,10,BUENAVENTURA,CONSTRUCCIÓN DE DOMO EN SECUNDARIA TÉCNICA 17,1000000,989000
1813,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,10,BUENAVENTURA,CONSTRUCCIÓN DE AULA EN PREPARATORIA ESTATAL POR COOPERACIÓN # 8411,450000,445050
1814,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,10,BUENAVENTURA,REHABILITACIÓN DE ARCHIVO HISTÓRICO DE PRESIDENCIA MUNICIPAL,1550000,1532950
1815,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,11,CAMARGO,PAVIMENTACIÓN DE AVENIDA LAS INDUSTRIAS ENTRE CARRETERA PANAMERICANA Y CALLE QUINTA.,3000000,2967000
1816,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,13,CASAS GRANDES,PAVIMENTACIÓN DE CALLE REVOLUCION,3000000,2967000
1817,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,14,CORONADO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA CALLE  SEGUNDA  ENTRE LA CARRETERA  Y CALLE TERCERA EN LA LOCALIDAD DE SAN PEDRO EN EL MUNICIPIO DE CORONADO,INCLUYE GUARNICIÓN  ",500000,494500
1818,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,14,CORONADO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA CALLE  TERCERA  ENTRE CERRO Y CALLE SEGUNDA EN LA LOCALIDAD DE LAS PILAS EN EL MUNICIPIO DE CORONADO,INCLUYE GUARNICIÓN  ",500000,494500
1819,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,16,LA CRUZ,PAVIMENTACIÓN CON CEMENTO ASFÁLTICO DE CALLE AVENIDA DE LAS AMÉRICAS.,1000000,989000
1820,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,16,LA CRUZ,PAVIMENTACIÓN CON CONCRETO ASFÁLTICO DE CALLE MANUEL OJINAGA.,1000000,989000
1821,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,17,CUAUHTÉMOC,PAVIMENTO ASFÁLTICO EN CAMINO DEL CAMPO 113 AL PORVENIR,5000000,4945000
1822,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,17,CUAUHTÉMOC,RECARPETEO CON CONCRETO ASFÁLTICO EN AV. BAJA CALIFORNIA ENTRE AGUSTÍN MELGAR Y 10A.,1658066.28,1639827.55
1823,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,17,CUAUHTÉMOC,RECARPETEO CON CONCRETO ASFÁLTICO EN AV. IGNACIO LÓPEZ RAYÓN ENTRE AGUSTÍN MELGAR Y 4A.,538672.69,532747.29
1824,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,17,CUAUHTÉMOC,RECARPETEO CON CONCRETO ASFÁLTICO EN AV. COAHUILA ENTRE AV. A. MELGAR Y 16A.,1803261.03,1783425.16
1825,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,17,CUAUHTÉMOC,RECONSTRUCCIÓN CON CONCRETO HIDRÁULICO DE AV. VENEZUELA ENTRE INGENIERÍA Y VALLE HONDO,2000000,1978000
1826,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,18,CUSIHUIRIACHI,"PAVIMENTACIÓN DE CAMINO DE ACCESO SIN NOMBRE A LOCALIDAD CAPILLA DE LOS REMEDIOS, MUNICIPIO DE CUSIHUIRIACHI, CHIHUAHUA",2000000,1978000
1827,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,18,CUSIHUIRIACHI,"PAVIMENTACIÓN DE CAMINO A LLANOS DE REFORMA, MUNICIPIO DE CUSIHUIRIACHI,  CHIHUAHUA",1000000,989000
1828,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN PRIVADA DE ZAPOPAN / MORELIA ENTRE BLVD. FUENTES MARES Y VÍAS DE FERROCARRIL, COL. CRUCERO.  INCLUYE GUARNICIONES, BANQUETAS, LINEA GENERAL DE AGUA POTABLE, TOMAS DOMICILIARIAS Y DESCARGAS DOMICILIARIAS.",4320907,4273377.02
1829,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE OVIEDO BACA ENTRE CALLE 20 Y AVE. INDEPENDENCIA, COL. DESARROLLO URBANO.  INCLUYE: GUARNICIONES, BANQUETAS, LINEA GENERAL DE AGUA POTABLE, TOMAS DOMICILIARIAS, DESGARGAS DOMICILIARIAS Y LUMINARIAS.",6076525,6009683.23
1830,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MAYA, TRAMO CHICHIMECA Y TOTONACA, COLONIA SAN LAZARO  CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",389544.71,385259.72
1831,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PRIV. DE SAN AGUSTIN, TRAMO MINA SAN CARLOS A MINA NAVEGANTES, COLONIA PORVENIR  CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",286395.33,283244.98
1832,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE GENARO VÁZQUEZ, TRAMO PRIV JUAN AVILÉS Y PRIV MARTÍN LUJAN, COLONIA VETERANOS CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",488453.8,483080.81
1833,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA," PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PABLO GÓMEZ, TRAMO GENARO VÁZQUEZ Y LUZ CORRAL DE VILLA, COLONIA VETERANOS CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",514658.47,508997.23
1834,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE CEBADA, TRAMO ROMERO Y ALBAHACA, COLONIA VIDA DIGNA, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",558574.89,552430.57
1835,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PARRAL, TRAMO CALLE CARMEN SERDAN Y PASCUAL OROZCO, COLONIA REVOLUCIÓN, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",649200.12,642058.92
1836,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE CENTAURO DEL NORTE, ENTRE LUCHA OBRERA Y PROLETARIOS, COLONIA REVOLUCIÓN, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",590923.55,584423.39
1837,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE 48, ENTRE TAMBOREL Y PRIV. TAMBOREL, COLONIA ROSARIO, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",434545.6,429765.59
1838,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PRIV. PANAMERICANA, TRAMO DIAMANTES Y ÓPALOS, COLONIA MÁRMOL VIEJO, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",280106.09,277024.92
1839,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE FRANCISCO SARABIA, TRAMO CALLE 14A Y CALLE 16A, COLONIA VILLA JUÁREZ, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",339744.11,336006.93
1840,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MANUEL BERNARDO AGUIRRE, ENTRE CHIQUIHUITES Y TEOTEPEC, COLONIA CERRO PRIETO, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",430623.99,425887.13
1841,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE HUMBERTO MARTINEZ, ENTRE CHIQUIHUITES Y TEOTEPEC, COLONIA CERRO PRIETO, CHIHUAHUA. INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",191898.97,189788.08
1842,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE 15 DE ENERO, TRAMO LUCHA CAMPESINA Y CULTURA POPULAR, COLONIA C.D.P., CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS Y DESCARGAS DOMICILIARIAS.",463011.97,457918.84
1843,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE SALVADOR ALLENDE TRAMO 10 E INDIO GERÓNIMO, COLONIA DIVISIÓN DEL NORTE, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",392264.63,387949.72
1844,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MINA NAVEGANTES ENTRE MINA LLUVIA DE ORO Y MINA CORRALITOS, COLONIA LUIS DONALDO COLOSIO, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",355777.54,351863.98
1845,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE CD. CAMARGO, TRAMO DORADOS DE VILLA E INDUSTRIAS, COLONIA REVOLUCION, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",555708.53,549595.73
1846,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE FRANCISCO SARABIA, TRAMO CALLE 16A Y CALLE 18A, COLONIA VILLA JUÁREZ, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",281521.27,278424.54
1847,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MINA DEL PILAR, ENTRE MINA VESUBIO Y MINA RONCESVALLES, COLONIA ANTORCHA POPULAR CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",626335.15,619445.46
1848,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE PRIV. DE TEPORACA, ENTRE 29 Y 31, COLONIA LEALTAD II, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",530887.16,525047.4
1849,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE OJINAGA, TRAMO CALLE SÉPTIMA Y CALLE NOVENA, COLONIA VILLA JUÁREZ, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",576595.9,570253.34
1850,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE SRIA. INDUSTRIA Y COMERCIO, TRAMO 24 Y  TOPE CERRO, COLONIA SAN JORGE CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",579747.08,573369.86
1851,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE RABANO, TRAMO TRIGO Y AMARANTO, COLONIA VIDA DIGNA, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",503390.39,497853.1
1852,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE DESIERTO DE CHALBI, TRAMO DESIERTO DE SONORA Y DESIERTO DE LA PATAGONIA, COLONIA SAHUAROS CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS Y DESCARGAS DOMICILIARIAS.",382089.05,377886.07
1853,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE OJINAGA, TRAMO CALLE 13A Y CALLE 15A, COLONIA VILLA JUÁREZ, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",380758.42,376570.08
1854,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PARACAIDISTAS, TRAMO CALLE CAMILO TORRES Y CALLE CARMEN SERDÁN, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",674994.28,667569.35
1855,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE SEGUNDA, TRAMO CARLOS ARMENDÁRIZ Y FLORES MAGÓN, COLONIA NOMBRE DE DIOS, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",441109.12,436256.92
1856,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE 50A, ENTRE PRIVADA TAMBOREL Y JUSTINIANI, COLONIA ROSARIO, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",446580.49,441668.11
1857,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE 50A, ENTRE PRIVADA TAMBOREL Y TAMBOREL, COLONIA ROSARIO,  CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",455170.53,450163.65
1858,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PRIV. PANAMERICANA, ENTRE ÁLAMOS Y DIAMANTES, COLONIA MÁRMOL VIEJO, CHIHUAHUA.  INCLUYE:  TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",303840.45,300498.21
1859,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PRIVADA DE OCHOA, ENTRE VALLE UMBROSO Y 80, COLONIA VALLE DE LA MADRID, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",847797.72,838471.94
1860,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE 15 DE ENERO, TRAMO TEPORACA Y CULTURA POPULAR, COLONIA C.D.P., CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, Y DESCARGAS DOMICILIARIAS .",602991.81,596358.9
1861,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE PRIVADA DE 6A, TRAMO SALVADOR ALLENDE Y DIEGO LUCERO, COLONIA DIVISIÓN DEL NORTE, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",391043.29,386741.82
1862,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE MARTÍN LÓPEZ, TRAMO 9(ARROYO) Y 11, COLONIA DIVISIÓN DEL NORTE, CHIHUAHUA.  INCLUYE: TOMAS DOMICILIARIAS, DESCARGAS DOMICILIARIAS Y GUARNICIÓN.",443135.15,438260.66
