Número_de_proyecto,clave_del_proyecto,fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,pagado
303,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,29,OCAMPO,"CONSTRUCCIÓN DE MODULO DE BAÑOS EN ESCUELA PRIMARIA SIMÓN BOLÍVAR EN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE OCAMPO ,   EN EL ESTADO DE TAMAULIPAS","$546,000.00",0
304,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,29,OCAMPO,"CONSTRUCCIÓN DE MODULO DE BAÑOS EN ESCUELA SECUNDARIA LIC. BENITO JUÁREZ GARCIA EN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE OCAMPO ,   EN EL ESTADO DE TAMAULIPAS","$546,000.00",0
305,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,2,ALDAMA,"CONSTRUCCIÓN DE MODULO DE BAÑOS SANITARIOS EN EL JARDÍN DE NIÑOS ÁLVARO OBREGÓN DEL EJ. EL CARRIZAL II ,   EN EL MUNICIPIO DE ALDAMA ,   EN EL ESTADO DE TAMAULIPAS","$545,222.00",0
306,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,2,ALDAMA,"CONSTRUCCIÓN DE MODULO DE BAÑOS SANITARIOS EN ESC. PRIM. ENRIQUE C. REBSAMEN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE ALDAMA ,   EN EL ESTADO DE TAMAULIPAS","$545,222.00",0
307,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,8,HUIMANGUILLO,"CONSTRUCCIÓN DE MODULO DEPORTIVO COMUNITARIO EN EL EJ. TRES BOCAS 1ERA. ,   EN EL MUNICIPIO DE HUIMANGUILLO ,   EN EL ESTADO DE TABASCO","$2,500,000.00",0
308,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE MÓDULO DEPORTIVO COMUNITARIO ,   FRACCIONAMIENTO STA. ELENA MUNICIPIO DE CENTRO TABASCO","$1,500,000.00",0
309,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,31,PALMILLAS,"CONSTRUCCIÓN DE MÓDULO SANITARIO EN ESCUELA TELESECUNDARIA MIGUEL HIDALGO  ,   EN EL MUNICIPIO DE PALMILLAS ,   EN EL ESTADO DE TAMAULIPAS","$865,434.00",0
310,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,29,CHICOLOAPAN,"CONSTRUCCIÓN DE MÓDULO SANITARIO ,   EN EL MUNICIPIO DE CHICOLOAPAN ,   EN EL ESTADO DE MÉXICO","$900,000.00",0
311,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,121,CUAUTITLÁN IZCALLI,"CONSTRUCCIÓN DE MÓDULO SANITARIO ,   EN EL MUNICIPIO DE CUAUTITLÁN IZCALLI ,   EN EL ESTADO DE MÉXICO","$300,000.00",0
312,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,109,TULTITLÁN,"CONSTRUCCIÓN DE MÓDULOS DE BAÑOS ,   EN EL MUNICIPIO DE TULTITLÁN ,   EN EL ESTADO DE MÉXICO","$400,000.00",0
313,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,151,SANTO TOMÁS HUEYOTLIPAN,"CONSTRUCCIÓN DE MÓDULOS DE SEGURIDAD ,   EN EL MUNICIPIO DE SANTO TOMÁS HUEYOTLIPAN ,   EN EL ESTADO DE PUEBLA","$400,000.00",0
314,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,19,ATLIXCO,"CONSTRUCCIÓN DE MURO DE CONTENCIÓN Y ADOQUINAMIENTO DE LA CALLE JAGÜEYCITO EN SAN ISIDRO HUILOTEPEC ,   ATLIXCO EN EL ESTADO DE PUEBLA","$2,486,360.00",0
315,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,75,SAN MARTÍN DE LAS PIRÁMIDES,"CONSTRUCCIÓN DE NÚCLEOS SANITARIOS ,   EN EL MUNICIPIO DE SAN MARTÍN DE LAS PIRÁMIDES ,   EN EL ESTADO DE MÉXICO","$700,000.00",0
316,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,10,CRUILLAS,CONSTRUCCIÓN DE PARQUE DE BARRIO EN CABECERA MUNICIPAL DE CRUILLAS EN EL ESTADO DE TAMAULIPAS,"$2,600,000.00",0
317,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"CONSTRUCCIÓN DE PARQUE EN PLAZA CENTRO ENTRE AVENIDA TULUM Y AVENIDA NADER ,   CANCUN ,   QUINTANA ROO","$4,000,000.00",0
318,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,34,HIDALGO,"CONSTRUCCIÓN DE PARQUE LINEAL EN LA CALLE HÉROE DESCONOCIDO ,   DEL MUNICIPIO DE HIDALGO ,   EN EL ESTADO DE MICHOACÁN","$3,899,487.00",0
319,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,107,ZACAPU,"CONSTRUCCIÓN DE PARQUE LINEAL EN LA LAGUNA DE ZACAPU 2DA ETAPA ,   EN EL MUNICIPIO DE ZACAPU ,   EN EL ESTADO DE MICHOACÁN","$2,997,236.00",0
320,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,2,ANGOSTURA,"CONSTRUCCIÓN DE PARQUE RECREATIVO EN LA COMUNIDAD AGUSTINA RAMÍREZ ,   EN EL MUNICIPIO DE ANGOSTURA ,   EN EL ESTADO DE SINALOA","$800,000.00",0
321,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,3,AHUALULCO DE MERCADO,"CONSTRUCCION DE PARQUE RECREATIVO FRACC. VILLAS DEL SOL ,   CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE AHUALULCO DE MERCADO ,   EN EL ESTADO DE JALISCO","$1,000,000.00",0
322,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,11,ALVARADO,"CONSTRUCCION DE PAVIMENTACIÓN CON CONCRETO HIDRAULICO AL ACCESO A LA ESCUELA NAVAL EN LA LOCALIDAD DE ANTON LIZARDO ,   EN EL MUNICIPIO DE ALVARADO ,   EN EL ESTADO DE VERACRUZ","$9,700,000.00",0
323,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,4,ANGAMACUTIRO,"CONSTRUCCIÓN DE PAVIMENTACIÓN CON CONCRETO HIDRÁULICO ,   REHABILITACIÓN DE RED DE AGUA POTABLE Y DRENAJE ,   2DA ETAPA EN AV. LÁZARO CÁRDENAS . LOC MALUCO ,   ANGAMACUTIRO ,   MICHOACÁN","$2,000,000.00",0
324,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,4,ANGAMACUTIRO,"CONSTRUCCIÓN DE PAVIMENTACIÓN CON CONCRETO HIDRÁULICO ,   REHABILITACIÓN DE RED DE AGUA POTABLE Y DRENAJE ,   TERCERA ETAPA EN CALLE ABASOLO ,   MUNICIPIO DE ANGAMACUTIRO ,   MICHOACÁN","$2,300,000.00",0
325,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,11,JIUTEPEC,"CONSTRUCCIÓN DE PAVIMENTACIÓN DE CONCRETO HIDRÁULICO ,   EN CALLE JOSÉ MARÍA MORELOS ,   EN JIUTEPEC ,   MORELOS","$2,500,000.00",0
326,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,39,MINERAL DEL MONTE,"CONSTRUCCION DE PAVIMENTACION HIDRAULICA DE CALLE SAN AGUSTIN ,   EN EL MUNICIPIO DE MINERAL DEL MONTE ,   EN EL ESTADO DE HIDALGO","$2,104,733.00",0
327,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,6,CUNDUACÁN,"CONSTRUCCIÓN DE PAVIMENTO A BASE DE CARPETA ASFÁLTICA EN CALIENTE RA. YOLOXOCHILTL 2ERA. SECCIÓN ,   EN EL MUNICIPIO DE CUNDUACÁN ,   EN EL ESTADO DE TABASCO","$3,800,000.00",0
328,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,6,CUNDUACÁN,"CONSTRUCCIÓN DE PAVIMENTO A BASE DE CARPETA ASFÁLTICA EN CALIENTE ,   EJIDO LA CHONITA ,   MUNICIPIO DE CUNDUACÁN ,   TABASCO","$3,100,000.00",0
329,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,198,ZACUALPAN,"CONSTRUCCIÓN DE PAVIMENTO A BASE DE CONCRETO ASFÁLTICO EN EL TRAMO CHIFLÓN - RÍO CHIFLÓN ,   EN EL MUNICIPIO DE ZACUALPAN ,   EN EL ESTADO DE VERACRUZ","$4,500,000.00",0
330,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,3,CENTLA,"CONSTRUCCIÓN DE PAVIMENTO ASFALTICO DEL CAMINO RURAL DE LA RA. NIÑOS HÉROES (1RA. ETAPA) ,   EN EL MUNICIPIO DE CENTLA ,   EN EL ESTADO DE TABASCO","$1,690,749.00",0
331,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,3,CENTLA,"CONSTRUCCIÓN DE PAVIMENTO ASFÁLTICO EN EL CAMINO RURAL DE LA RA. CAÑAVERAL ,   EN EL MUNICIPIO DE CENTLA ,   EN EL ESTADO DE TABASCO","$2,900,000.00",0
332,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,11,PUERTO MORELOS,"CONSTRUCCIÓN DE PAVIMENTO ASFÁLTICO EN LA DELEGACIÓN DE LEONA VICARIO ZONA NORTE ,   PUERTO MORELOS ,   QUINTANA ROO.","$4,000,000.00",0
333,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,9,JALAPA,"CONSTRUCCIÓN DE PAVIMENTO ASFÁLTICO TRAMO: CHIPILINAR 4TA SECCIÓN - CHIPILINAR 1RA SECCIÓN - PUENTE GUAYACAN EN LA RA. CHIPILINAR 1RA SECCIÓN ,   EN EL MUNICIPIO DE JALAPA ,   EN EL ESTADO DE TABASCO","$6,500,000.00",0
334,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,3,CENTLA,"CONSTRUCCIÓN DE PAVIMENTO ASFÁTICO DEL CAMINO RURAL DE LA RANCHERÍA EL LIMÓN. ,   EN EL MUNICIPIO DE CENTLA ,   EN EL ESTADO DE TABASCO","$3,000,000.00",0
335,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,153,TECALI DE HERRERA,"CONSTRUCCIÓN DE PAVIMENTO CON ADOCRETO EN LA AV. RAFAEL CORTES PONIENTE ENTRE CALLE 25 DE AGOSTO NORTE Y CALLE 11 NORTE ,   EN EL MUNICIPIO DE TECALI DE HERRERA ,   EN EL ESTADO DE PUEBLA","$3,000,000.00",0
336,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,75,TOLCAYUCA,"CONSTRUCCIÓN DE PAVIMENTO CON CONCRETO HIDRAULICO ,   GUARNICIONES ,   BANQUETAS ,   DRENAJE ,   AGUA POTABLE EN DIFERENTES CALLES DE LA COMUNIDAD GENERAL FELIPE ANGELES ,   EN EL MUNICIPIO DE TOLCAYUCA ,   EN EL ESTADO DE HIDALGO","$5,859,323.00",0
337,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,14,PARAÍSO,"CONSTRUCCIÓN DE PAVIMENTO CONCRETO HIDRÁULICO ,   GUARNICIONES Y BANQUETAS EN LA CALLE 8 DE OCTUBRE EN VILLA PUERTO CEIBA PARAÍSO TABASCO","$5,553,711.00",0
338,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,14,PARAÍSO,"CONSTRUCCIÓN DE PAVIMENTO CONCRETO HIDRÁULICO ,   GUARNICIONES Y BANQUETAS EN LA CALLE AUGUSTO HERNÁNDEZ OLIVE EN VILLA PUERTO CEIBA PARAÍSO TABASCO","$5,798,784.00",0
339,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,69,GUTIÉRREZ ZAMORA,"CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAHULICO EN CAMINO PUENTE EL CRUCERO-PALO BLANCO DEL KM 1+666 AL KM 2+666 EN EL MUNICIPIO DE GUTIÉRREZ ZAMORA ,   VERACRUZ","$3,495,890.00",0
340,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,100,NAUPAN,"CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAULICO DE LA CALLE VICENTE GUERRERO ,   EN EL MUNICIPIO DE NAUPAN ,   EN EL ESTADO DE PUEBLA","$1,800,000.00",0
341,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,163,TENOCHTITLÁN,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE LOS CARRILES DE LA CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE TENOCHTITLÁN ,   EN EL ESTADO DE VERACRUZ","$3,000,000.00",0
342,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE PELICANOS ,   RA. GUAPINOL ,   EN EL MUNICIPIO DE CENTRO ,   EN EL ESTADO DE TABASCO","$3,200,000.00",0
343,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,26,BANDERILLA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA CALLE 12 DE DICIEMBRE ,   EN EL MUNICIPIO DE BANDERILLA ,   EN EL ESTADO DE VERACRUZ","$850,000.00",0
344,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,26,BANDERILLA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA CALLE CUARZO 2 ,   EN EL MUNICIPIO DE BANDERILLA ,   EN EL ESTADO DE VERACRUZ","$650,000.00",0
345,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,525,SANTO DOMINGO ZANATEPEC,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRAULICO EN LA CALLE NICOLAS BRAVO ,   EN EL MUNICIPIO DE SANTO DOMINGO ZANATEPEC ,   EN EL ESTADO DE OAXACA","$4,644,527.00",0
346,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,26,BANDERILLA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA CALLE RUBÍ LOC LA HACIENDITA ,   EN EL MUNICIPIO DE BANDERILLA ,   EN EL ESTADO DE VERACRUZ","$1,800,000.00",0
347,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,26,BANDERILLA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA CALLE TOPACIO ,   LOC. LA HACIENDITA. ,   EN EL MUNICIPIO DE BANDERILLA ,   EN EL ESTADO DE VERACRUZ","$700,000.00",0
348,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,26,BANDERILLA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA CALLE ZAFIRO ,   EN EL MUNICIPIO DE BANDERILLA ,   EN EL ESTADO DE VERACRUZ","$1,000,000.00",0
349,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,17,APAZAPAN,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA LOCALIDAD DE TIGRILLOS ,   EN EL MUNICIPIO DE APAZAPAN ,   EN EL ESTADO DE VERACRUZ","$3,000,000.00",0
350,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,14,PARAÍSO,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO Y DRENAJE EN CALLE COMONFORT EN EL MUNICIPIO DE PARAÍSO ,   TABASCO","$4,988,566.00",0
351,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,3,CENTLA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO ,   GUARNICIONES Y BANQUETAS DE LA CALLE A. SÁNCHEZ MAGALLANES DE LA LOCALIDAD DE FRONTERA ,   1RA. ETAPA ,   EN EL MUNICIPIO DE CENTLA ,   EN EL ESTADO DE TABASCO","$2,409,251.00",0
352,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO ,   GUARNICIONES Y BANQUETAS DE LA CALLE EL RECREO VILLA MACULTEPEC ,   EN EL MUNICIPIO DE CENTRO ,   EN EL ESTADO DE TABASCO","$3,400,000.00",0
353,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,14,PARAÍSO,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO ,   GUARNICIONES Y BANQUETAS ,   EN CALLE FRANCISCO TRUJILLO GURRIA EN EL MUNICIPIO DE PARAÍSO ,   TABASCO","$4,950,500.00",0
354,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,11,JIUTEPEC,"CONSTRUCCIÓN DE PAVIMENTO EN CONCRETO HIDRÁULICO ,   EN CALLE MELCHOR OCAMPO. ,   EN EL MUNICIPIO DE JIUTEPEC ,   EN EL ESTADO DE MORELOS","$1,500,000.00",0
355,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,16,TEAPA,"CONSTRUCCION DE PAVIMENTO HIDRÁULICO CALLE DR. RAMÓN MEDINA. COL CENTRO. TEAPA ,   TABASCO","$3,000,000.00",0
356,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,57,HONEY,CONSTRUCCION DE PAVIMENTO HIDRAULICO DE CALLE DE ACCESO PRINCIPAL TONALIZCO A HONEY EN EL ESTADO DE PUEBLA,"$2,000,000.00",0
357,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,13,NACAJUCA,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE  "" PROLONGACIÓN EUSEBIO CASTILLO ""   ,    EN EL MUNICIPIO DE NACAJUCA ,   EN EL ESTADO DE TABASCO","$1,568,766.00",0
358,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,202,XOCHITLÁN DE VICENTE SUÁREZ,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE EMILIANO ZAPATA DE LA LOCALIDAD DE XOCHITLAN DEL MUNICIPIO DE XOCHITLAN DE VICENTE SUAREZ ,   EN EL MUNICIPIO DE XOCHITLÁN DE VICENTE SUÁREZ ,   EN EL ESTADO DE PUEBLA","$2,000,000.00",0
359,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE EMILIANO ZAPATA ,   COMUNIDAD DE SAN ANTONIO DE LOS MARTÍNEZ ,   MUNICIPIO DE ASIENTOS ,   ESTADO DE AGUASCALIENTES","$1,500,000.00",0
360,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE FRANCISCO I MADERO ,   COMUNIDAD DE VILLA JUÁREZ ,   MUNICIPIO DE ASIENTOS ,   ESTADO DE AGUASCALIENTES","$2,600,000.00",0
361,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE FRANCISCO I MADERO ,   COMUNIDAD DEL TULE ,   MUNICIPIO DE ASIENTOS ,   ESTADO DE AGUASCALIENTES","$1,600,000.00",0
362,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE J. GUADALUPE ,   COMUNIDAD FRANCISCO VILLA ,   MUNICIPIO DE ASIENTOS ,   ESTADO DE AGUASCALIENTES.","$2,800,000.00",0
363,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE LOMA BONITA ,   COMUNIDAD AMARILLAS DE ESPARZA ,   MUNICIPIO DE ASIENTOS ,   ESTADO DE AGUASCALIENTES","$1,500,000.00",0
364,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE MATILDE PÉREZ FRIAS ,   EN LA COLONIA JOSE MARÍA PINOS SUAREZ ,   EN EL MUNICIPIO CENTRO ,   TABASCO","$2,000,000.00",0
365,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,44,JIMÉNEZ,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE MORELOS DE CAURIO DE GUADALUPE ,   EN EL MUNICIPIO DE JIMÉNEZ ,   EN EL ESTADO DE MICHOACÁN","$1,500,000.00",0
366,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,44,JIMÉNEZ,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE PROLONGRACIÓN MORELOS DE CAURIO DE RINCONADA ,   EN EL MUNICIPIO DE JIMÉNEZ ,   EN EL ESTADO DE MICHOACÁN","$1,500,000.00",0
367,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,54,MORELOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE SIN NOMBRE EN LA LOCALIDAD DEL DESMONTE ,   MORELOS ,   MICHOACÁN","$800,000.00",0
368,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,44,JIMÉNEZ,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN CALLE SIN NOMBRE ,   FRENTE AL BALNEARIO LOS AGUACATES DE HUANDACUCA ,   EN EL MUNICIPIO DE JIMÉNEZ ,   EN EL ESTADO DE MICHOACÁN","$1,000,000.00",0
369,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,33,RÍO BRAVO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN ESCUELA BEATRÍZ FLORES VILLAR ,   EN EL MUNICIPIO DE RÍO BRAVO ,   EN EL ESTADO DE TAMAULIPAS","$160,000.00",0
370,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,33,RÍO BRAVO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN ESCUELA JUAN B TIJERINA ,   EN EL MUNICIPIO DE RÍO BRAVO ,   EN EL ESTADO DE TAMAULIPAS","$160,000.00",0
371,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,33,RÍO BRAVO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN ESCUELA NETZAHUALCOYOTL ,   EN EL MUNICIPIO DE RÍO BRAVO ,   EN EL ESTADO DE TAMAULIPAS","$160,000.00",0
372,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,33,RÍO BRAVO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN ESCUELA NOE GARZA MARTÍNEZ ,   EN EL MUNICIPIO DE RÍO BRAVO ,   EN EL ESTADO DE TAMAULIPAS","$160,000.00",0
373,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,33,RÍO BRAVO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN ESCUELA ROSAURA ZAPATA ,   EN EL MUNICIPIO DE RÍO BRAVO ,   EN EL ESTADO DE TAMAULIPAS","$160,000.00",0
374,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,64,FRANCISCO Z. MENA,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN LA CALLE CORREGIDORA PRIMERA ETAPA ,   LOCALIDAD METLALTOYUCA EN FRANCISCO Z. MENA ,   PUEBLA","$7,000,000.00",0
375,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,63,TEPEJI DEL RÍO DE OCAMPO,"CONSTRUCCION DE PAVIMENTO HIDRÁULICO EN LA CALLE FRANCISCO SARABIA EN LA COL. SAN FRANCISCO PRIMERA SECCION ,   EN EL MUNICIPIO DE TEPEJI DEL RÍO DE OCAMPO ,   EN EL ESTADO DE HIDALGO","$1,127,235.00",0
376,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,175,TIHUATLÁN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN LA CALLE FRANCISCO VILLA ENTRE LAS CALLES FRANCISCO I MADERO Y CAMPO DEPORTIVO DE LA LOCALIDAD LA CONCEPCIÓN ,   EN EL MUNICIPIO DE TIHUATLÁN ,   EN EL ESTADO DE VERACRUZ","$4,000,000.00",0
377,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,277,VILLA SOLA DE VEGA,"CONSTRUCCIÓN DE PAVIMENTO HIDRAULICO EN LA CALLE PRINCIPAL EN EL CARRIZAL ,   VILLA SOLA DE VEGA ,   EN EL ESTADO DE OAXACA","$6,378,113.00",0
378,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,23,CHAVINDA,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN LA CALLE PRINCIPAL EN LA LOCALIDAD DE LA ESPERANZA EN CHAVINDA ,   MICHOACÁN","$489,654.00",0
379,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,16,TEAPA,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO ESTAMPADO CALLE EDUARDO BASTAR CON CRUCE PLAZA INDEPENDENCIA Y AV. GREGORIO MÉNDEZ MAGAÑA ,   COL. CENTRO. TEAPA ,   TABASCO.","$5,000,000.00",0
380,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,59,CHINAMECA,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO QUE INCLUYE GUARNICIONES Y BANQUETAS CALLE CANDIDO DONATO PADUA ,   EN EL MUNICIPIO DE CHINAMECA ,   EN EL ESTADO DE VERACRUZ","$1,073,291.00",0
381,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,104,MECAYAPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y REHABILITACIÓN DE DRENAJE SANITARIO Y REHABILITACIÓN DE LÍNEA DE AGUA POTABLE CALLE INDEPENDENCIA ,   EN EL MUNICIPIO DE MECAYAPAN ,   EN EL ESTADO DE VERACRUZ","$1,654,852.00",0
382,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSTRUCCIÓN DE PAVIMENTO HIDRAULICO ,   CALLE FRANCISCO MARES ,   SANTA MARIA DE GALLARDO. ,   EN EL MUNICIPIO DE AGUASCALIENTES ,   EN EL ESTADO DE AGUASCALIENTES","$800,000.00",0
383,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSTRUCCIÓN DE PAVIMENTO HIDRAULICO ,   CALLE INDEPENDENCIA ,   SANTA MARIA DE GALLARDO. ,   EN EL MUNICIPIO DE AGUASCALIENTES ,   EN EL ESTADO DE AGUASCALIENTES","$1,350,000.00",0
