key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,ciclo,classification,ejercido
'09096360006,Tepehuaje-Al Zangarro,9,Centro SCT Michoacán,16,19,-101,95,28246579,2017,,53985
'09096360018,Entronque Los Reyes-Los Reyes,9,Centro SCT Michoacán,16,20,-102,74,981291354,2017,,111193547
'09096360019,Churumuco-Poturo,9,Centro SCT Michoacán,16,19,-102,73,88729263,2017,,0
'09096360028,"San Pedro-Los Brasiles, Mpio. San Lucas",9,Centro SCT Michoacán,16,19,-101,100,47131473,2017,,0
'09096380009,"Jesús María  Lim. Edos. Nay/Zac., Tramo: Km. 30+610 al Km. 50+000",9,Centro SCT Nayarit,18,22,-104,62,187632909,2017,,110037
'09096390001,Camino: Melchor Ocampo-Los Aldamas,9,Centro SCT Nuevo León,19,26,-100,85,183318308,2017,,19591059
'09096390003,Libramiento Oriente de Cadereyta,9,Centro SCT Nuevo León,19,26,-100,88,506544142,2017,,0
'09096400004,E.C. Pinoteca Nacional (Acapulco-El Ciruelo-Santo Domingo Armenta),9,Centro SCT Oaxaca,20,16,-98,57,101681366,2017,,0
'09096400012,Modernización a nivel de pavimento del camino Jalapa de Díaz- San Felipe Usila del km 0+000 al km 44+000.,9,Centro SCT Oaxaca,20,18,-97,73,114329956,2017,,0
'09096400017,San Pedro Mixtepec-Bajos de Chila,9,Centro SCT Oaxaca,20,16,-97,77,53098374,2017,,1137968
'09096400025,E.C.F. México Núm. 125  Tapanco - San Vicente Piñas  Plan de Guadalupe.,9,Centro SCT Oaxaca,20,17,-98,35,139935222,2017,,0
'09096400028,Camino: Lunatitlan del Progreso - Totoltepec de Guerrero - Puebla.,9,Centro SCT Oaxaca,20,18,-98,54,124786929,2017,,205126
'09096400030,"Santiago Jamiltepec  Santiago Ixtayutla, Tramo: Santiago Jamiltepec  San José de las Flores (Km. 0+000 al Km. 22+000).",9,Centro SCT Oaxaca,20,16,-98,87,88594836,2017,,66799
'09096400031,"Santiago Jamiltepec  Santiago Ixtayutla, Tramo: San José de las Flores  Santiago Ixtayutla (Km. 10+000 al Km. 39+000).",9,Centro SCT Oaxaca,20,16,-98,40,232774376,2017,,143048
'09096400034,Modernización a nivel de pavimento del camino Cuicatlán - Concepción Pápalo - San Francisco Chapulapa - San Andrés Teotilalpam,9,Centro SCT Oaxaca,20,18,-97,10,499702781,2017,,533832
'09096400035,"Loma Bonita - E.C. (Tuxtepec - Palomares), Tramo: Km. 11+300 al Km. 35+000",9,Centro SCT Oaxaca,20,18,-96,83,116148239,2017,,323143
'09096400036,José María Morelos - El Potrero,9,Centro SCT Oaxaca,20,16,-98,94,54737593,2017,,54356
'09096400037,Km. 100+500 E.C.F. (Oaxaca - Tehuantepec) - San Luis del Río.,9,Centro SCT Oaxaca,20,17,-96,100,89793000,2017,,0
'09096410023,"IZÚCAR DE MATAMOROS - HUAJUAPAN DE LEÓN, Tramo: Izúcar de Matamoros - Acatlán de Osorio",9,Centro SCT Puebla,21,19,-98,20,1297480157,2017,,22636183
'09096420007,"Tequisquiapan, Ezequiel Montes",9,Centro SCT Querétaro,22,21,-100,97,723212493,2017,,17788022
'09096450009,E.C. (El Fuerte  Choix) El Babu - Baymena.,9,Centro SCT Sinaloa,25,27,-108,44,115868524,2017,,114761
'09096480003,Altamira-Nuevo Progreso.,9,Centro SCT Tamaulipas,28,23,-98,64,1119501127,2017,,18677844
'09096500029,Circuito Manzanillo - Mirador - Progreso  Manzanillo,9,Centro SCT Veracruz,30,19,-97,69,98595979,2017,,245917
'09096500034,E.C. (Cotaxtla - Soledad de Doblado) - Sombrerete Mata Vainillal (El Órgano),9,Centro SCT Veracruz,30,19,-96,51,65494626,2017,,522377
'09096500049,"E.C. Federal 145 (Ver.)  San Juan Del Río (Oax.), Tramo: E.C. Federal 145  Km 75+400.",9,Centro SCT Veracruz,30,18,-95,0,237510297,2017,,0
'09096520013,"Periférico Bicentenario, (Libramiento de Guadalupe-Zacatecas)",9,Centro SCT Zacatecas,32,23,-102,100,1064330871,2017,,3814783
'0912NBG0002,Construcción y Equipamiento de la Unidad de Enseñanza.- 2014-2018,12,Hospital Infantil de México Federico Gómez,9,19,-99,98,36176740,2017,,0
'0912NBV0008,"Construcción y equipamiento de la Nueva Torre de Hospitalización del INCan, 2010-2017.",12,Instituto Nacional de Cancerología,9,19,-99,98,3106246595,2017,,0
'0912W000002,Ampliación y Remodelación de la Sede del Instituto Nacional de Geriatría.- 2012-2019,12,Instituto Nacional de Geriatría,9,19,-99,11,214421658,2017,,0
'0916B000197,"2a Línea de Alta Presión de la Planta de Bombeo No.5 a la Torre de Oscilación No.5, del Sistema Cutzamala, en el estado de México.",16,Comisión Nacional del Agua,15,19,-100,78,1474567514,2017,,0
'0916B000243,Rehabilitación y Modernización en Distritos de Riego en la Cuenca Lerma Santiago Pacífico.,16,Comisión Nacional del Agua,35,0,0,49,36684912,2015,,71279
'0918T4L0001,"Proyecto SCADA del Sistema de Transporte por Ducto de PEP, 1era. etapa",52,Pemex Exploración y Producción,35,0,0,62,4093876299,2017,,191101066
'0918T4M0013,"Renovación der emolcadores, chalanes y buques multipropósito de la Flota Menor de Pemex Refinación",52,Pemex Logística,30,19,-97,88,4705427785,2017,,257954048
'0918T4M0023,Adecuación del sistema de desfogues e instalación de un quemador elevado en la refinería Francisco I. Madero.,52,Pemex Transformación Industrial,28,22,-98,36,207421156,2017,,0
'0918T4M0027,Construcción de una planta tratadora de aguas amargas en la refinería Madero,52,Pemex Transformación Industrial,28,0,0,80,535148374,2017,,708928
'0918T4M0032,"Modernización de los laboratorios de Control de Calidad de las Terminales Marítimas de Salina Cruz, Tuxpan, Madero y Pajaritos",52,Pemex Logística,35,0,0,68,355640531,2017,,3069432
'0918T4M0037,Sostenimiento de los sistemas de medición en puntos de transferencia de custodia de PEMEX Refinación,52,Pemex Logística,35,0,0,83,1767896310,2017,,8235969
'0918T4M0046,Adquisición de 1 buque tanque de contado y/o por arrendamiento financiero,52,Pemex Logística,30,19,-97,35,790331821,2017,,77253615
'0918T4M0047,Adquisición de 5 buques tanque de contado y/o por arrendamiento financiero,52,Pemex Logística,30,19,-97,59,3629267902,2017,,430968833
'0918T4N0001,Conservación de la confiabilidad operativa en el CPG Burgos,52,Pemex Transformación Industrial,28,0,0,51,407586313,2017,,0
'0918T4N0002,"Modernización de Sistemas de Medición, Control y Seguridad de CPGs",52,Pemex Transformación Industrial,35,0,0,79,1880075359,2017,,0
'0918T4N0003,Modernización de las áreas de movimiento de productos de CPGs,52,Pemex Transformación Industrial,35,0,0,65,2342162980,2017,,238403116
'0918T4N0004,Adecuación de plantas fraccionadoras y reconversión de endulzadora de líquidos en el CPG Nuevo Pemex,52,Pemex Transformación Industrial,27,0,0,83,2002732258,2017,,265007607
'0918T4N0005,Mantenimiento y Seguridad en las Terminales de Gas Licuado,52,Pemex Logística,35,0,0,96,644255233,2017,,28809271
'0918T4N0006,Actualización tecnológica de los sistemas de control de las terminales de gas licuado,52,Pemex Logística,35,0,0,82,716198064,2017,,26981602
'0918T4O0003,Sostenimiento de la capacidad de producción de las instalaciones del sector preparadoras de carga I en el Complejo Petroquímico Cangrejera,52,Pemex Transformación Industrial,30,18,-94,67,483876380,2017,,51671377
'0918T4O0011,Sostenimiento de la Capacidad de Producción de Derivados del Etano IV en el Complejo Petroquímico Morelos,52,Pemex Etileno,30,18,-94,73,2222901612,2017,,0
'0918T4O0014,Rehabilitación del Tren de Aromáticos II,52,Pemex Transformación Industrial,30,18,-94,11,518702581,2017,,112174
'093 98 093,Integral Poza Rica,52,Pemex Exploración y Producción,35,0,0,77,85313856076,2017,,1420658295
'0936E000002,"Construcción de los cuarteles para los elementos de la policía federal y custodios, dentro de las instalaciones de los Centros Federales de Readaptación Social No. 2 Occidente, No. 3 Noreste y No. 4 Noroeste",4,Prevención y Readaptación Social,35,0,0,100,1571813174,2017,,0
'0936E000003,"Construcción de estancias de segregación de internos de mediana y alta peligrosidad, así como incremento de infraestructura a los campamentos, equipamiento y mobiliario del Complejo Penitenciario Islas Marías",4,Prevención y Readaptación Social,18,22,-107,93,12264856816,2017,,0
'0936E000006,"Construcción, Ampliación y Adecuación del Módulo Integral en el Centro Federal de Readaptación Social No. 4 Noroeste.",4,Prevención y Readaptación Social,18,22,-105,99,5618419142,2017,,0
'0936F000002,Construcción de Instalaciones Estratégicas de Oficinas y Cuartel para la Policía Federal en el Conjunto CONAFRUT,4,Policía Federal,9,19,-99,21,1500614627,2017,,0
'094 01 092,Integral Arenque,52,Pemex Exploración y Producción,35,0,0,89,47871980712,2017,,211193965
'095 01 093,Integral  Ayin-Alux,52,Pemex Exploración y Producción,35,0,0,24,24182260282,2017,,12363556
'0950GYR0001,"Construcción de Hospital General Regional (HGR) nuevo en la localidad de León, Guanajuato.",50,Instituto Mexicano del Seguro Social,11,21,-102,97,1624035690,2017,,369376412
'0950GYR0007,"Construcción del Hospital General Regional 1 (HGR1) de 259 camas en el Municipio de Charo, Estado deMichoacán de Ocampo",50,Instituto Mexicano del Seguro Social,16,20,-100,99,1681933969,2017,,1376224
'0950GYR0008,"Ampliación y remodelación del Hospital General de Zona (HGZ 15) en Reynosa,Tamaulipas",50,Instituto Mexicano del Seguro Social,28,26,-98,99,1250348651,2017,,5930006
'0950GYR0010,"Construcción de Hospital General de Zona (HGZ) nuevo de 144 camas en la cuidad de Aguascalientes, Estado de Aguascalientes.",50,Instituto Mexicano del Seguro Social,1,22,-102,99,1438003498,2017,,378591757
'0950GYR0012,"Construcción del Hospital General de Zona de 144 camas con Unidad de Quemados (HGZ 14) en Hermosillo,Sonora",50,Instituto Mexicano del Seguro Social,26,29,-111,99,1287359392,2017,,1972000
'0950GYR0014,"Construcción de Hospital General Regional (HGR) de 236 camas en la localidad de Metepec, en el Estado de México Poniente",50,Instituto Mexicano del Seguro Social,15,19,-100,99,1516096826,2017,,0
'0950GYR0018,"Construcción del Hospital General Regional (HGR) de 216 camas en la localidad de Tlajomulco de Zúñiga, en el Estado de Jalisco.",50,Instituto Mexicano del Seguro Social,14,21,-103,99,1357092628,2017,,466526
'0950GYR0024,"Construcción de Hospital General de Sub Zona (HGS) nuevo de 34 camas en Cabo San Lucas, Delegación Baja California Sur.",50,Instituto Mexicano del Seguro Social,3,23,-110,98,394588279,2017,,0
'0951GYN0003,"Construcción del Hospital General Tampico, Tamps.",51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,28,22,-98,2,918653097,2017,,5791291
'097 01 095,Integral Bellota-Chinchorro,52,Pemex Exploración y Producción,35,0,0,90,1.13E+11,2017,,1586362522
'098 01 096,Integral Cactus Sitio-Grande,52,Pemex Exploración y Producción,35,0,0,88,67315901716,2017,,1568907212
'10071320003,"ADQUISICIÓN DE 6 HELICÓPTEROS EC-725 PARA OPERACIONES DE ALTO IMPACTO, A TRAVÉS DE ARRENDAMIENTO FINANCIERO",7,Comandancia de la Fuerza Aérea Mexicana,15,0,0,100,9120895013,2017,,297502070
'1008B000001,Construcción de la Planta de Cría y Esterilización de machos de la Mosca del Mediterráneo cepa TSL y su equipamiento,8,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",7,15,-92,98,1421577613,2017,,250693181
'10092110001,PROGRAMA CONTRATOS PLURIANUALES DE CONSERVACION DE CARRETERAS,9,Dirección General de Conservación de Carreteras,35,0,0,26,2432667516,2017,,104030981
'10092110010,PROGRAMA CONTRATOS PLURIANUALES DE CONSERVACION DE CARRETERAS EN EL ESTADO DE VERACRUZ (SUR).,9,Dirección General de Conservación de Carreteras,35,0,0,31,5371706778,2017,,142107392
'10093110008,"Libramiento ferroviario de Celaya,Guanajuato",9,Dirección General de Desarrollo Ferroviario y Multimodal,11,21,-101,50,7288872029,2017,,0
'10096240002,E.C. Villahermosa-Escárcega-División del Norte-Candelaria,9,Centro SCT Campeche,4,19,-91,92,200279045,2017,,0
'10096240003,Xpujil - Dzibalchen (Tr: Xpujil - X-Canhá),9,Centro SCT Campeche,4,19,-89,43,357354168,2017,,0
'10096240004,Periférico de Campeche.,9,Centro SCT Campeche,4,20,-91,100,1247765398,2017,,11646067
'10096270009,E.C. (Chicomuselo)  Cárdenas Ojo de Agua.,9,Centro SCT Chiapas,7,16,-92,100,41565225,2017,,107759
'10096270022,Triunfo de Madero - Pueblo Viejo,9,Centro SCT Chiapas,7,17,-94,100,190640884,2017,,0
'10096270023,Pueblo Viejo - Rafael Cal y Mayor (Lim. de Edos. Chs y Oax.).,9,Centro SCT Chiapas,7,17,-94,20,144431939,2017,,0
'10096280004,"Carretera San Fernando -  Hércules, Tramo: San Fernando - San Francisco, Mpio. Camargo",9,Centro SCT Chihuahua,8,28,-105,63,257024256,2017,,1974770
'10096300008,Gómez Palacio - Gregorio García.,9,Centro SCT Durango,10,26,-103,86,272176465,2017,,31154124
'10096310001,Valles Yuriria-Lagunilla Los Mogotes,9,Centro SCT Guanajuato,11,20,-101,91,63970394,2017,,0
'10096320014,Ayutla - Colotlipa.,9,Centro SCT Guerrero,12,17,-99,26,952942647,2017,,0
'10096320020,Nuevo Poblado (Presa El Caracol)-Tlacotepec.,9,Centro SCT Guerrero,12,18,-100,8,221679347,2017,,247326
'10096320021,Ayutla-Pascala del Oro,9,Centro SCT Guerrero,12,17,-99,11,197608658,2017,,283690
'10096320022,"Penjámo - Huertecillas, Tr: Pozas - El Terrero",9,Centro SCT Guerrero,12,17,-100,28,188929903,2017,,241098
'10096320028,Placeres del Oro - San Rafael.,9,Centro SCT Guerrero,12,18,-101,69,239617535,2017,,0
'10096320031,Puerto del Varal-Corral de Piedra,9,Centro SCT Guerrero,12,18,-100,15,85229254,2017,,0
'10096330011,Singuilucan - Santa Ana Chichicuautla,9,Centro SCT Hidalgo,13,20,-99,100,97485255,2017,,0
'10096330027,San Bartolo Tutotepec-San Miguel,9,Centro SCT Hidalgo,13,20,-98,72,59944926,2017,,0
'10096340007,Villa Guerreo - Atzqueltan,9,Centro SCT Jalisco,14,22,-104,100,128178593,2017,,0
'10096340015,Oconahua Jal. - Jesús María - Nay.,9,Centro SCT Jalisco,14,21,-104,74,120167429,2017,,11365777
'10096340016,"Entronque Ameca-Tequila, Tramo: Entronque Ameca-El Arenal",9,Centro SCT Jalisco,14,21,-104,100,381259406,2017,,51603375
'10096350045,Av. Nopaltepec (Viaducto Poniente Bicentenario),9,Centro SCT México,15,20,-99,68,373758531,2017,,29192639
'10096360013,Janambo-Santa Rosa de Lima-Godino-San Martín.,9,Centro SCT Michoacán,16,20,-102,47,34715033,2018,,0
'10096360016,Parácuaro - Jucutacato.,9,Centro SCT Michoacán,16,19,-102,22,201114869,2018,,0
'10096360017,Capire de Bravo-Acuyo,9,Centro SCT Michoacán,16,19,-101,37,152170076,2017,,114821
'10096360018,Tafetan-Platanillo,9,Centro SCT Michoacán,16,19,-101,21,166996525,2018,,0
'10096360021,E.C. (Cotija - La Lagunilla) - Plan del Cerro,9,Centro SCT Michoacán,16,20,-103,62,44090180,2018,,0
'10096360030,Churumuco - Atijo,9,Centro SCT Michoacán,16,19,-102,35,202859806,2017,,0
'10096360031,Atijo  Zárate,9,Centro SCT Michoacán,16,19,-101,14,268376586,2017,,0
'10096360032,"Anillo Periférico Oriente, del municipio de La Piedad, Michoacán.",9,Centro SCT Michoacán,16,20,-102,100,790524604,2017,,107035310
'10096400003,Chahuites  Rancho Salinas,9,Centro SCT Oaxaca,20,16,-94,62,50775310,2017,,0
'10096400004,E.C. (El Amate  Cosolapa)  La Margarita - Tabaquera,9,Centro SCT Oaxaca,20,19,-97,24,123520533,2017,,324324
'10096400005,La Venta  Sta. María Ozolotepec  Sto. Domingo Ozolotepec  San Francisco Ozolotepec,9,Centro SCT Oaxaca,20,16,-96,100,161558440,2017,,4043473
'10096400006,Acatlán de Pérez Figueroa - La Capilla,9,Centro SCT Oaxaca,20,19,-97,77,88880968,2017,,257968
'10096400007,San Pedro Teutila - San Felipe Jalapa de Díaz,9,Centro SCT Oaxaca,20,18,-97,24,164548283,2017,,204561
'10096400008,San Felipe Tindaco-San Mateo Sindihui.,9,Centro SCT Oaxaca,20,17,-97,18,217281628,2017,,0
'10096400016,E.C. (Tlaxiaco - San Juan Mixtepec) - Tres Cruces - San Pedro Yosoñama - San Juan Diquiyu,9,Centro SCT Oaxaca,20,17,-98,37,200287973,2017,,0
'10096400020,Santa Cruz de Bravo - Santa Barbara Huacapa - San Vicente del Zapote.,9,Centro SCT Oaxaca,20,18,-98,10,69637571,2017,,0
'10096400024,E.C (Santiago Juxtlahuaca  Putla de Guerrero)  Tramo: Santiago Naranjas  Lázaro Cárdenas  Santa Maria Yucunicoco. Del Km. 0+000 al Km. 25+000,9,Centro SCT Oaxaca,20,17,-98,29,159733035,2017,,44284
'10096440014,"Cd. Valles-Tampico, Tramo: Ent. Lib. Tamuín-Ent. Pánuco.",9,Centro SCT San Luis Potosí,35,0,0,67,2714241977,2017,,80533731
'10096450008,Acceso Norte de Culiacán,9,Centro SCT Sinaloa,25,25,-107,68,612200411,2017,,0
'10096470010,E.C. (Chable - El Triunfo) - Mario Calcáneo - El Pípila,9,Centro SCT Tabasco,27,18,-92,85,50707638,2015,,0
'10096500005,Zoatzingo - Ignacio Zaragoza - Colonia Libertad,9,Centro SCT Veracruz,30,20,-97,66,71886276,2017,,145745
'10096500006,Rancho Nuevo - Centenario,9,Centro SCT Veracruz,30,20,-97,87,63555219,2017,,0
'10096500007,Tempoal-Pochuco-Corozal,9,Centro SCT Veracruz,30,21,-98,57,114717324,2017,,30504
'10096500017,Dos Aguas-Zapotitlán,9,Centro SCT Veracruz,30,20,-97,31,83514485,2017,,45000
'10096500019,Ixhuatlán de Madero - Pisa Flores,9,Centro SCT Veracruz,30,21,-98,23,108447118,2017,,5196881
'10096500023,Ojite-San Miguel,9,Centro SCT Veracruz,30,21,-98,100,40055813,2017,,0
'10096500027,Ñape - Mazoco - Garza Blanca.,9,Centro SCT Veracruz,30,18,-96,54,33107239,2017,,0
'10096500053,Plan de Arroyos-Las Truchas,9,Centro SCT Veracruz,30,20,-97,16,113771489,2017,,0
'101 01 099,Integral Chuc,52,Pemex Exploración y Producción,35,0,0,69,3.33E+11,2017,,16493567821
'1010K2N0002,Rediseño y Adquisicion de Cosechadoras,10,"Exportadora de Sal, S.A. de C.V.",3,0,0,92,131346330,2017,,22824797
'1010K2N0004,Construcción de oficinas administrativas,10,"Exportadora de Sal, S.A. de C.V.",3,28,-114,86,70597469,2017,,0
'1012NBD0003,"Construcción y equipamiento del edificio de la Torre Médica A, Unidad de Trasplantes, Quirófanos, Cirugía General, Terapia Médico-Quirúrgica y Gastroenterología,  del Hospital General de México Dr. Eduardo Liceaga. 2011-2018",12,"Hospital General de México ""Dr. Eduardo Liceaga""",9,19,-99,100,889417372,2017,,0
'1012NCG0006,"Redistribución, Ampliación y Equipamiento de las Áreas Críticas y de Hospitalización del INCMNSZ 2010-2018.",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,19,-99,99,284072547,2017,,0
'10132160001,Adquisición de aviones versión Transporte Militar y carga.,13,Dirección General de Servicios,34,0,0,100,2350902460,2017,,116015061
'10132160002,Adquisición de helicópteros versión Transporte de personal y carga.,13,Dirección General de Servicios,34,0,0,100,3280790174,2017,,166265166
'10132160005,Adquisición de dragas y equipos complementarios de dragado,13,Dirección General de Servicios,9,0,0,0,60777199,2017,,0
'10132160007,Construcción de la Infraestructura y Equipamiento de los Grupos de Apoyo a Unidades a Flote Números Uno y Seis.,13,Dirección General de Servicios,34,0,0,0,73702368,2017,,0
'1016B000007,"Presa de Almacenamiento Los Panales Municipio de Cabo Corrientes, Jal.",16,Comisión Nacional del Agua,14,20,-106,13,2083193790,2017,,0
'1016B000036,"Atender la emergencia en los Municipios de Mexicali y Tecate en el Estado de Baja California y General Plutarco Elías Calles, Puerto Peñasco y San Luis Río Colorado, en el Estado de Sonora ocasionada por el sismo de 7.2 grados escala de Richter del día 4 de abril de 2010.",16,Comisión Nacional del Agua,35,0,0,63,3601873348,2017,,0
'1016B000102,"Programa de Estudios básicos de evaluación, medición y control mediante el monitoreo estructural en presas.",16,Comisión Nacional del Agua,35,0,0,36,47338521,2017,,0
'1016B000154,"Obras de Protección y Canalización del Arroyo Alamar en la ciudad de Tijuana, Baja California",16,Comisión Nacional del Agua,2,33,-117,92,1070958571,2017,,0
'1018T4M0016,Turbogenerador a gas de 20 - 25 MW en sitio con recuperador de calor,52,Pemex Transformación Industrial,28,22,-98,82,1080338511,2017,,3844505
'1018T4M0018,Modernizacion y adecuación de los sistemas instrumentados de seguridad y de control básico de las estaciones de bombeo rebombeo y recibo de la Subgerencia de Transporte por Ducto Norte.,52,Pemex Logística,35,0,0,41,1272280511,2017,,6290097
'1018T4M0021,Rehabilitación integral de los tanques de almacenamiento en Terminales Marítimas de la SUD.,52,Pemex Logística,35,0,0,46,723489700,2017,,72924665
'1018T4M0025,Actualización de la infraestructura para medición Másica,52,Pemex Transformación Industrial,20,0,0,23,44311391,2017,,2599666
'1018T4M0026,Construcción de Estación de Rebombeo Intermedia para el Poliducto de 16 pulgadas de diametro  Salamanca  Guadalajara,52,Pemex Logística,35,0,0,78,1121366208,2017,,19321631
'1018T4M0028,Modernización de la Estación de bombeo Tepetitlán de la Subgerencia de Transporte por Ducto Centro.,52,Pemex Logística,13,0,0,38,792822460,2017,,10838916
'1018T4M0029,Sustitución de 2 Monoboyas de las Terminales Marítimas de Tuxpan y Salina Cruz.,52,Pemex Logística,35,0,0,95,255231495,2017,,10730172
'1018T4M0031,"Suministro de vapor a la refinería de Salamanca, desde un proyecto externo de cogeneración",52,Pemex Transformación Industrial,11,21,-101,100,1396896971,2017,,0
'1018T4M0033,Construcción de una Subestación Eléctrica de 115000 / 34.5 KV en Nuevo Teapa,52,Pemex Logística,30,0,0,19,91906626,2017,,0
'1018T4M0035,Repotenciación del sistema eléctrico de la Refinería de Cadereyta,52,Pemex Transformación Industrial,19,0,0,6,603661123,2017,,122945
'1018T4M0036,Calidad de los Combustibles fase Diesel Cadereyta,52,Pemex Transformación Industrial,19,26,-100,42,13064917944,2017,,670089043
'1018T4N0006,Incremento de la capacidad de almacenamiento de nafta en el CPG Burgos,52,Pemex Transformación Industrial,28,26,-98,1,97858949,2017,,0
'1018T4N0007,Requerimiento de seguridad para mejora de la confiabilidad operativa de los CPGs,52,Pemex Transformación Industrial,35,0,0,72,719717488,2017,,30664273
'1018T4O0004,Mantenimiento de la capacidad de producción de la planta de óxido de etileno del Complejo Petroquímico Cangrejera,52,Pemex Etileno,30,0,0,52,649414228,2017,,38130722
'1018TOQ0026,"ADQUISICIÓN DE EQUIPOS DE PRUEBA Y EQUIPOS DE CONFERENCIA REMOTA PARA LAS ESPECIALIDADES DE PROTECCIONES COMUNICACIONES Y CONTROL DE LA SUBAREA METROPOLITANA, GERENCIA REGIONAL DE TRANSMISIÓN CENTRAL",53,CFE Consolidado,35,0,0,0,66734555,2017,,0
'1018TOQ0058,Modernización de la SE Valle de México y Construcción de la LT Victoria - Nochistongo,53,CFE Consolidado,35,0,0,96,602483829,2017,,67308565
'1018TOQ0075,MODERNIZACIÓN Y CONFIABILIDAD DE LA RED DE FIBRA ÓPTICA EN EL AREA CENTRAL,53,CFE Consolidado,35,0,0,23,1150643183,2017,,225450
'1018TOQ0076,PROYECTO DE REDUCCIÓN DE PÉRDIDAS EN DISTRIBUCIÓN ZONA ACAPULCO A TRAVÉS DE MEDICIÓN CENTRALIZADA,53,CFE Consolidado,12,17,-100,28,3154525313,2017,,0
'102 01 100,Integral Ek-Balam,52,Pemex Exploración y Producción,35,0,0,44,1.18E+11,2017,,1384874259
'103 01 101,Integral El Golpe-Puerto Ceiba,52,Pemex Exploración y Producción,27,18,-93,100,56008992329,2017,,499384666
'1036E000003,"Rehabilitación y construcción de estancias de baja, mediana y alta peligrosidad del CEFERESO de Huimanguillo, Tab.",4,Prevención y Readaptación Social,27,18,-93,61,2710360128,2017,,0
'109 01 107,Integral Yaxche,52,Pemex Exploración y Producción,35,0,0,59,1.11E+11,2017,,11014608087
'11092110001,Programa Contratos Plurianuales de Conservación de Carreteras en el Estado de Michoacán (CPCC Michoacán),9,Dirección General de Conservación de Carreteras,35,0,0,37,5104616699,2017,,443349521
'11092110007,PROGRAMA CONTRATOS PLURIANUALES DE CONSERVACION DE CARRETERAS EN EL ESTADO DE SINALOA NORTE.,9,Dirección General de Conservación de Carreteras,35,0,0,9,5721079254,2017,,65000000
'11092110011,PROGRAMA CONTRATOS PLURIANUALES DE CONSERVACION DE CARRETERAS EN EL ESTADO DE SONORA.,9,Dirección General de Conservación de Carreteras,35,0,0,34,4149504996,2017,,60983092
'11093110016,"Paso Inferior Vehicular Vicente Guerrero, en el Km A-1972+952, en Cd. Juárez, Chihuahua",9,Dirección General de Desarrollo Ferroviario y Multimodal,8,32,-106,0,251268434,2017,,0
'11093110027,Reubicación de la Terminal Ferroviaria de la Ciudad de Durango y su interconexión con una Terminal Multimodal,9,Dirección General de Desarrollo Ferroviario y Multimodal,10,24,-105,100,2127070089,2017,,6360890
'11095100001,"AMPLIACIÓN DEL PUERTO DE SEYBAPLAYA,CHAMPOTÓN, CAMPECHE.",9,Dirección General de Puertos,4,20,-91,100,798638674,2017,,22624109
'11096210005,Viñedos Rivier-San Marcos,9,Centro SCT Aguascalientes,1,22,-102,100,705743883,2017,,27933481
'11096210013,E.C. (Aguascalientes  Villa Hidalgo)  La Teresa.,9,Centro SCT Aguascalientes,1,22,-102,0,38432111,2017,,0
'11096210015,El Bajío - El Saucillo.,9,Centro SCT Aguascalientes,1,22,-102,96,39176375,2017,,9032607
'11096220003,Maneadero - La Bufadora,9,Centro SCT Baja California,2,32,-117,46,252286387,2017,,0
'11096220004,C.E. BC-04 El Faro - Estación Coahuila; Tr: Murguía - Coahuila.,9,Centro SCT Baja California,2,32,-115,90,130990040,2017,,60339655
'11096230002,Carretera La Purisima-San Ignacio.,9,Centro SCT Baja California Sur,3,26,-112,12,2780065153,2017,,0
'11096240002,"Cd. del Carmen-Campeche, Tramo: Champotón-Villa Madero",9,Centro SCT Campeche,4,19,-91,96,621921006,2017,,243202920
'11096240003,Libramiento de Atasta.,9,Centro SCT Campeche,4,19,-92,5,3143618157,2017,,4500
'11096240005,"Xpujil - Dzibalchen, Tr: X-Canhá - Dzibalchén",9,Centro SCT Campeche,4,19,-89,88,236071702,2017,,0
'11096250001,"Cuatro Ciénegas-San Pedro, del Km 82+000 al Km 263+500",9,Centro SCT Coahuila,5,27,-102,96,1706995848,2017,,258235182
'11096270002,E.C. (Chicomuselo - Pablo L. Sidar) - Unión Buenavista; Tr: Nueva Morelia - Unión Buenavista.,9,Centro SCT Chiapas,7,16,-92,16,194879330,2018,,1086
'11096270010,Berriozábal - Ignacio Zaragoza,9,Centro SCT Chiapas,7,17,-93,25,173322277,2017,,0
'11096270015,Granadilla - Adolfo López Mateos,9,Centro SCT Chiapas,7,17,-93,18,124244701,2017,,0
'11096270019,"Rancho Nuevo - Comitán, Tramo: km 125+000 al km 170+000.",9,Centro SCT Chiapas,7,17,-92,77,1105536839,2017,,27115830
'11096270021,"Galilea - Dos Lagunas, Ramal a Yashlumilja.",9,Centro SCT Chiapas,7,17,-93,64,62855888,2017,,0
'11096270031,San Vicente - Santuario Dos - Santuario - Embarcadero.,9,Centro SCT Chiapas,7,16,-92,27,108538574,2017,,0
'11096270032,Siltepec - Vega Rosario (Vega del Rosario) - Maíz Blanco.,9,Centro SCT Chiapas,7,16,-92,18,141147119,2017,,0
'11096270037,"San Quintín - Rómulo Calzada, Tr: San Quintín - Santa Martha Corozal",9,Centro SCT Chiapas,7,16,-91,3,197544678,2017,,6097040
