ID_PPI,ID_PP,DESC_PP
'1409KCZ0004,09E013,"Servicios de telecomunicaciones, satelitales, telegráficos y de transferencia de fondos"
'1409JZL0005,09K005,Proyectos de construcción de aeropuertos
'1609KDN0004,09K027,Mantenimiento de infraestructura
'1609KDN0005,09K027,Mantenimiento de infraestructura
'14107110001,10K027,Mantenimiento de infraestructura
'17107110001,10M001,Actividades de apoyo administrativo
'1610B000001,10P010,Fortalecimiento de la competitividad y transparencia del marco regulatorio que aplica a los particulares
'1510K2H0002,10K027,Mantenimiento de infraestructura
'1510K2H0003,10E006,Desarrollo tecnológico y prestación de servicios metrológicos para la competitividad 
'1510K2H0004,10E006,Desarrollo tecnológico y prestación de servicios metrológicos para la competitividad 
'1510K2H0005,10E006,Desarrollo tecnológico y prestación de servicios metrológicos para la competitividad 
'1510K2H0007,10E006,Desarrollo tecnológico y prestación de servicios metrológicos para la competitividad 
'0310K2N0002,10K024,Otros proyectos de infraestructura gubernamental
'1010K2N0002,10K027,Mantenimiento de infraestructura
'1010K2N0004,10K025,Proyectos de inmuebles (oficinas administrativas)
'1210K2N0006,10K024,Otros proyectos de infraestructura gubernamental
'1310K2N0003,10B001,"Producción, transportación y comercialización de sal marina"
'1410K2N0001,10K027,Mantenimiento de infraestructura
'1410K2N0002,10K024,Otros proyectos de infraestructura gubernamental
'1410K2N0006,10K024,Otros proyectos de infraestructura gubernamental
'1510K2N0002,10B001,"Producción, transportación y comercialización de sal marina"
'1510K2N0004,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0001,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0002,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0003,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0004,10K027,Mantenimiento de infraestructura
'1610K2N0005,10K024,Otros proyectos de infraestructura gubernamental
'1610K2N0006,10K027,Mantenimiento de infraestructura
'1610K2N0007,10K027,Mantenimiento de infraestructura
'1610K2N0008,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0009,10K024,Otros proyectos de infraestructura gubernamental
'1610K2N0010,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0011,10K027,Mantenimiento de infraestructura
'1610K2N0012,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0013,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0014,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0015,10K027,Mantenimiento de infraestructura
'1610K2N0016,10B001,"Producción, transportación y comercialización de sal marina"
'1610K2N0017,10K014,Otros proyectos de infraestructura social
'1610K2N0018,10B001,"Producción, transportación y comercialización de sal marina"
'0310K8V0014,10K025,Proyectos de inmuebles (oficinas administrativas)
'1510K8V0001,10K025,Proyectos de inmuebles (oficinas administrativas)
'1610K8V0001,10K025,Proyectos de inmuebles (oficinas administrativas)
'1610K8V0004,10K025,Proyectos de inmuebles (oficinas administrativas)
'1510LAU0003,10K028,Estudios de Preinversión
'1510LAU0004,10K028,Estudios de Preinversión
'1510LAU0005,10K028,Estudios de Preinversión
'1510LAU0006,10K028,Estudios de Preinversión
'1510LAU0007,10K028,Estudios de Preinversión
'1510LAU0008,10K028,Estudios de Preinversión
'1510LAU0009,10K028,Estudios de Preinversión
'1510LAU0011,10K028,Estudios de Preinversión
'1510LAU0012,10K028,Estudios de Preinversión
'1610LAU0001,10E007,Producción de información geológica del territorio nacional
'15116000003,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'15116000006,11E007,Servicios de Educación Media Superior
'16116000001,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'16116000002,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'16116000003,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'16116000004,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'16116000005,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'16116000006,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'1611A2M0001,11K009,Proyectos de infraestructura social del sector educativo
'1611A2M0002,11K009,Proyectos de infraestructura social del sector educativo
'1611A2M0003,11K027,Mantenimiento de infraestructura
'1611A2M0004,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A2M0005,11E010,Servicios de Educación Superior y Posgrado
'1611A2M0006,11K009,Proyectos de infraestructura social del sector educativo
'1611A2M0007,11K009,Proyectos de infraestructura social del sector educativo
'1611A3Q0001,11K027,Mantenimiento de infraestructura
'1611A3Q0002,11K027,Mantenimiento de infraestructura
'1611A3Q0003,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0004,11K027,Mantenimiento de infraestructura
'1611A3Q0005,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0006,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0007,11K027,Mantenimiento de infraestructura
'1611A3Q0008,11K027,Mantenimiento de infraestructura
'1611A3Q0009,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0010,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0011,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A3Q0012,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A3Q0013,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A3Q0014,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0015,11K027,Mantenimiento de infraestructura
'1611A3Q0016,11K027,Mantenimiento de infraestructura
'1611A3Q0017,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0018,11K027,Mantenimiento de infraestructura
'1611A3Q0019,11E011,Desarrollo Cultural
'1611A3Q0020,11E007,Servicios de Educación Media Superior
'1611A3Q0021,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A3Q0022,11E007,Servicios de Educación Media Superior
'1611A3Q0023,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A3Q0024,11E021,Investigación Científica y Desarrollo Tecnológico
'1611A3Q0025,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0026,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0027,11E011,Desarrollo Cultural
'1611A3Q0028,11E010,Servicios de Educación Superior y Posgrado
'1611A3Q0029,11K009,Proyectos de infraestructura social del sector educativo
'1611A3Q0030,11K009,Proyectos de infraestructura social del sector educativo
'1611A3Q0031,11K009,Proyectos de infraestructura social del sector educativo
'1611A3Q0032,11K009,Proyectos de infraestructura social del sector educativo
'1611A3Q0033,11K009,Proyectos de infraestructura social del sector educativo
'1411B000002,11E010,Servicios de Educación Superior y Posgrado
'1411B000008,11E010,Servicios de Educación Superior y Posgrado
'1411B000010,11E010,Servicios de Educación Superior y Posgrado
'1411B000011,11E010,Servicios de Educación Superior y Posgrado
'1411B000015,11E010,Servicios de Educación Superior y Posgrado
'1411B000016,11E010,Servicios de Educación Superior y Posgrado
'1611B010002,11E013,Producción y transmisión de materiales educativos
'1611B010003,11E013,Producción y transmisión de materiales educativos
'1611B010004,11E013,Producción y transmisión de materiales educativos
'1511L3P0006,11K009,Proyectos de infraestructura social del sector educativo
'1611L3P0001,11K027,Mantenimiento de infraestructura
'1611L3P0002,11E007,Servicios de Educación Media Superior
'1611L3P0002,11E010,Servicios de Educación Superior y Posgrado
'1611L3P0003,11K009,Proyectos de infraestructura social del sector educativo
'1311L4J0004,11K027,Mantenimiento de infraestructura
'1311L4J0006,11K027,Mantenimiento de infraestructura
'1311L4J0007,11K027,Mantenimiento de infraestructura
'1411L4J0002,11K027,Mantenimiento de infraestructura
'1411L4J0004,11K009,Proyectos de infraestructura social del sector educativo
'1511L4J0001,11E021,Investigación Científica y Desarrollo Tecnológico
'1511L4J0004,11K027,Mantenimiento de infraestructura
'1511L4J0006,11K009,Proyectos de infraestructura social del sector educativo
'1611L4J0004,11K009,Proyectos de infraestructura social del sector educativo
'1611L4J0005,11K009,Proyectos de infraestructura social del sector educativo
'1611L4J0006,11K009,Proyectos de infraestructura social del sector educativo
'1611L4J0007,11K009,Proyectos de infraestructura social del sector educativo
'1611L4J0008,11E021,Investigación Científica y Desarrollo Tecnológico
'1711L4J0001,11K027,Mantenimiento de infraestructura
'1711L4J0002,11K027,Mantenimiento de infraestructura
'1711L4J0003,11K009,Proyectos de infraestructura social del sector educativo
'1611L5X0003,11K009,Proyectos de infraestructura social del sector educativo
'1611L5X0004,11E009,Programa de Formación de Recursos Humanos basada en Competencias
'1711L6H0001,11E007,Servicios de Educación Media Superior
'1711L6H0002,11E010,Servicios de Educación Superior y Posgrado
'1711L6H0003,11E021,Investigación Científica y Desarrollo Tecnológico
'1511L6J0002,11B003,Producción y distribución de libros y materiales educativos
'1611L8K0001,11E021,Investigación Científica y Desarrollo Tecnológico
'1611L8K0002,11E021,Investigación Científica y Desarrollo Tecnológico
'1611L8K0003,11E021,Investigación Científica y Desarrollo Tecnológico
'1711L8K0001,11E021,Investigación Científica y Desarrollo Tecnológico
'1711L8K0002,11E021,Investigación Científica y Desarrollo Tecnológico
'07115130004,11K009,Proyectos de infraestructura social del sector educativo
'13115130001,11E010,Servicios de Educación Superior y Posgrado
'13115130002,11E010,Servicios de Educación Superior y Posgrado
'1511MAX0001,11E016,Producción y distribución de libros y materiales culturales
'1611MAX0001,11E016,Producción y distribución de libros y materiales culturales
'1511MGC0001,11K009,Proyectos de infraestructura social del sector educativo
'08125140005,12K011,Proyectos de infraestructura social de salud
'06125120002,12K025,Proyectos de inmuebles (oficinas administrativas)
'06125120003,12K025,Proyectos de inmuebles (oficinas administrativas)
'06125120004,12K025,Proyectos de inmuebles (oficinas administrativas)
'1612M7F0001,12E022,Investigación y desarrollo tecnológico en salud
'1612M7F0001,12E023,Atención a la Salud
'1112M7K0003,12K011,Proyectos de infraestructura social de salud
'1112M7K0004,12K011,Proyectos de infraestructura social de salud
'1712M7K0001,12E025,Prevención y atención contra las adicciones
'1612N000001,12E023,Atención a la Salud
'1612N000002,12E023,Atención a la Salud
'1612N000003,12E023,Atención a la Salud
'1712N000001,12E023,Atención a la Salud
'1512NAW0002,12E023,Atención a la Salud
'1512NAW0004,12E023,Atención a la Salud
'1512NAW0005,12E023,Atención a la Salud
'1612NAW0001,12E023,Atención a la Salud
'1612NAW0002,12E023,Atención a la Salud
'1612NAW0003,12E023,Atención a la Salud
'1712NAW0001,12K027,Mantenimiento de infraestructura
'0712NBD0006,12K011,Proyectos de infraestructura social de salud
'0812NBD0001,12K011,Proyectos de infraestructura social de salud
'1212NBD0001,12K011,Proyectos de infraestructura social de salud
'0312NBG0001,12K011,Proyectos de infraestructura social de salud
'0912NBG0002,12K011,Proyectos de infraestructura social de salud
'1412NBG0003,12K011,Proyectos de infraestructura social de salud
'1512NBG0002,12E023,Atención a la Salud
'1612NBG0001,12E023,Atención a la Salud
'1612NBG0002,12E023,Atención a la Salud
'1712NBG0001,12E023,Atención a la Salud
'1612NBR0001,12E023,Atención a la Salud
'1612NBR0002,12E023,Atención a la Salud
'1612NBR0003,12E023,Atención a la Salud
'0912NBV0008,12K011,Proyectos de infraestructura social de salud
'1512NBV0002,12E023,Atención a la Salud
'1512NBV0005,12E023,Atención a la Salud
'1612NBV0001,12E023,Atención a la Salud
'1612NBV0002,12P020,"Salud materna, sexual y reproductiva"
'1612NCA0001,12K011,Proyectos de infraestructura social de salud
'1612NCA0002,12K011,Proyectos de infraestructura social de salud
'1612NCA0004,12E022,Investigación y desarrollo tecnológico en salud
'1612NCA0004,12E023,Atención a la Salud
'0712NCD0009,12K011,Proyectos de infraestructura social de salud
'1412NCD0001,12K011,Proyectos de infraestructura social de salud
'1412NCD0002,12K011,Proyectos de infraestructura social de salud
'1612NCD0002,12E010,Formación y capacitación de recursos humanos para la salud
'1612NCD0002,12E022,Investigación y desarrollo tecnológico en salud
'1612NCD0002,12E023,Atención a la Salud
'1612NCD0005,12K027,Mantenimiento de infraestructura
'0912W000002,12K011,Proyectos de infraestructura social de salud
'1012NCG0006,12K011,Proyectos de infraestructura social de salud
'1112NCG0001,12K011,Proyectos de infraestructura social de salud
'1612NCG0004,12K027,Mantenimiento de infraestructura
'1712NCG0001,12E023,Atención a la Salud
'1112NCZ0004,12K027,Mantenimiento de infraestructura
'1612NCZ0001,12E023,Atención a la Salud
'1612NCZ0002,12E022,Investigación y desarrollo tecnológico en salud
'1612NCZ0003,12E023,Atención a la Salud
'1212NDF0003,12K011,Proyectos de infraestructura social de salud
'1412NDY0004,12K027,Mantenimiento de infraestructura
'1512NDY0004,12E022,Investigación y desarrollo tecnológico en salud
'1612NDY0001,12E022,Investigación y desarrollo tecnológico en salud
'1612NDY0002,12K011,Proyectos de infraestructura social de salud
'1612NDY0003,12K028,Estudios de Preinversión
'1612NDY0004,12E022,Investigación y desarrollo tecnológico en salud
'1712NDY0001,12E022,Investigación y desarrollo tecnológico en salud
'0712NEF0001,12K011,Proyectos de infraestructura social de salud
'1312NEF0002,12K011,Proyectos de infraestructura social de salud
'1312NEF0003,12K011,Proyectos de infraestructura social de salud
'1312NEF0005,12K011,Proyectos de infraestructura social de salud
'1312NEF0006,12K011,Proyectos de infraestructura social de salud
'1312NEF0008,12K027,Mantenimiento de infraestructura
'1312NEF0009,12B002,"Producción de reactivos, vacunas y otros dispositivos médicos estratégicos"
'1312NEF0010,12K011,Proyectos de infraestructura social de salud
'1612NEF0001,12B002,"Producción de reactivos, vacunas y otros dispositivos médicos estratégicos"
'1612NEF0002,12B002,"Producción de reactivos, vacunas y otros dispositivos médicos estratégicos"
'1412NHK0003,12K028,Estudios de Preinversión
'1512NHK0002,12E040,Servicios de asistencia social integral
'1612NHK0002,12K027,Mantenimiento de infraestructura
'1612O000001,12P013,Asistencia social y protección del paciente
'0512S000001,12K025,Proyectos de inmuebles (oficinas administrativas)
'1612S000002,12G004,Protección Contra Riesgos Sanitarios
'1212U000041,12NRPP,No requiere programa presupuestario
'1412U000012,12NRPP,No requiere programa presupuestario
'1412U000033,12NRPP,No requiere programa presupuestario
'1512U000002,12NRPP,No requiere programa presupuestario
'1512U000008,12NRPP,No requiere programa presupuestario
'1512U000011,12NRPP,No requiere programa presupuestario
'1512U000012,12NRPP,No requiere programa presupuestario
'1512U000015,12NRPP,No requiere programa presupuestario
'1512U000016,12NRPP,No requiere programa presupuestario
'1512U000017,12NRPP,No requiere programa presupuestario
'1512U000018,12NRPP,No requiere programa presupuestario
'1512U000020,12NRPP,No requiere programa presupuestario
'1512U000022,12NRPP,No requiere programa presupuestario
'1612U000001,12NRPP,No requiere programa presupuestario
'1612U000002,12NRPP,No requiere programa presupuestario
'1612U000003,12NRPP,No requiere programa presupuestario
'1612U000009,12NRPP,No requiere programa presupuestario
'1612U000020,12NRPP,No requiere programa presupuestario
'1612U000023,12NRPP,No requiere programa presupuestario
'1612U000024,12NRPP,No requiere programa presupuestario
'1612U000025,12NRPP,No requiere programa presupuestario
'1612U000026,12NRPP,No requiere programa presupuestario
'1612U000029,12NRPP,No requiere programa presupuestario
'1612U000031,12NRPP,No requiere programa presupuestario
'1612U000032,12NRPP,No requiere programa presupuestario
'1612U000034,12NRPP,No requiere programa presupuestario
'1612U000035,12NRPP,No requiere programa presupuestario
'1612U000037,12NRPP,No requiere programa presupuestario
'1612U000039,12NRPP,No requiere programa presupuestario
'1612U000040,12NRPP,No requiere programa presupuestario
'1612U000041,12NRPP,No requiere programa presupuestario
'1112V000001,12K025,Proyectos de inmuebles (oficinas administrativas)
'14131130001,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'15131130001,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16131130002,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16131130003,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16131180001,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16131180002,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'08132110002,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'08132110005,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'13132110005,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132110006,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132110007,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132110008,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132110009,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132110010,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132110011,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16132110001,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16132110002,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16132110003,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16132110005,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132120009,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'13132120010,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120001,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120005,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120009,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120010,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120012,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120014,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'14132120015,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'15132120001,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'15132120003,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'15132120004,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'15132120006,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132120001,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132120002,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132120003,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132120005,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'10132160001,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'10132160002,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'10132160005,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'10132160007,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'11132160004,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'11132160007,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'11132160011,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'12132160002,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132160003,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'13132160016,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13132160020,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14132160004,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14132160011,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'14132160014,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14132160016,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'14132160017,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'14132160024,13K027,Mantenimiento de infraestructura
'14132160026,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14132160027,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14132160031,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'14132160036,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'14132160037,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'14132160040,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'15132160001,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'15132160002,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'15132160012,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'15132160013,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160001,13K027,Mantenimiento de infraestructura
'16132160002,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16132160006,13K027,Mantenimiento de infraestructura
'16132160007,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16132160010,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160011,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16132160012,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16132160013,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160014,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160015,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16132160016,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160017,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160018,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160019,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16132160021,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160022,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160023,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160024,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160025,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'16132160026,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16132160027,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17132160001,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17132160002,13A001,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales
'17132160003,13K019,Proyectos de infraestructura gubernamental de seguridad nacional
'15133110001,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'16133110002,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'16133110003,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'16133110004,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'16133110005,13K012,Proyectos de infraestructura social de asistencia y seguridad social
'16133110006,13A007,Administración y fomento de los servicios de salud
'16133110007,13A007,Administración y fomento de los servicios de salud
'15133120005,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16133120002,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'16133120003,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'17133120001,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'17133120002,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'17133120003,13A004,"Adquisición, construcción, reparación y mantenimiento de unidades navales"
'13165120002,16K025,Proyectos de inmuebles (oficinas administrativas)
'16165120002,16K138,Inversión en Infraestructura Social y Protección Ambiental
'0316B000035,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0316B000058,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0316B000059,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0316B000230,16K025,Proyectos de inmuebles (oficinas administrativas)
'0516B000103,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0616B000034,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'0616B000038,16NRPP,No requiere programa presupuestario
'0716B000078,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0716B000095,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'0716B000096,16K111,Rehabilitación y Modernización de Presas y Estructuras de Cabeza
'0716B000097,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0816B000086,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'0816B000128,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'0816B000160,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'0816B000160,16NRPP,No requiere programa presupuestario
'0816B000202,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0816B000219,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0816B000231,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'0816B000248,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'0916B000197,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1016B000007,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1016B000036,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1016B000102,16K028,Estudios de Preinversión
'1016B000154,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1116B000008,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1116B000052,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1116B000195,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1116B000203,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1216B000036,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1216B000053,16K028,Estudios de Preinversión
'1216B000060,16NRPP,No requiere programa presupuestario
'1216B000069,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1216B000084,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1216B000085,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1216B000089,16K025,Proyectos de inmuebles (oficinas administrativas)
'1216B000115,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1216B000154,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1216B000169,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1216B000221,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1216B000224,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1216B000225,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1316B000022,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1316B000023,16E006,Sistemas Meteorológicos e Hidrológicos
'1316B000023,16K140,Inversión del Servicio Meteorológico Nacional
'1316B000043,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1316B000078,16E006,Sistemas Meteorológicos e Hidrológicos
'1316B000082,16K140,Inversión del Servicio Meteorológico Nacional
'1316B000084,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1316B000088,16K140,Inversión del Servicio Meteorológico Nacional
'1316B000099,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1316B000112,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1316B000113,16N001,Atención de emergencias y desastres naturales
'1316B000119,16G010,Gestión integral y sustentable del agua
'1316B000138,16K141,Infraestructura para la modernización y rehabilitación de riego y temporal tecnificado
'1316B000156,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1316B000156,16K140,Inversión del Servicio Meteorológico Nacional
'1316B000158,16K007,"Infraestructura de agua potable, alcantarillado y saneamiento"
'1316B000161,16K028,Estudios de Preinversión
'1316B000169,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
'1316B000183,16K129,Infraestructura para la Protección de Centros de Población y Áreas Productivas
